repo_id,repo_name,description,stars,forks,watchers,open_issues,size_kb,language,topics,repo_age_days,last_commit_days,releases,contributors,recent_commits,merged_prs,has_cicd,readme_length,is_fork,is_template,is_archived,has_license,has_wiki,has_pages,has_description,commit_rate,engagement_ratio,is_mature,is_active,description_length,topics_count,text_summary,label,confidence,reasoning
1152539669,haberlah/dotfiles-claude,,6,3,6,0,1283,Python,,109,0,0,1,105,1,0,15144,0,0,0,1,0,0,0,35.0,0.1636,0,1,0,0,"Primary language: Python. medium-sized codebase. 6 stars (low visibility). 3 forks (very few). solo project (1 contributor). 105 commits in last 90 days (~35.0/month, high activity). updated today. 109 days old (recent). 1 merged pull requests. No formal releases. no open issues. No CI/CD workflows detected. detailed README (15144 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.1636. Combined engineering signals: solo developer, no automated CI/CD, some PR review activity, no formal releases, extensive documentation, open-source license, no topics declared, young and actively developed.",junior,0.75,"Solo developer with high recent commit activity and detailed README, but lacks CI/CD, formal releases, and has very few stars/forks, indicating a functional but early-stage project."
1206743149,butterngo/choda-deck,,6,3,6,0,2691,TypeScript,,47,0,1,2,388,152,1,12213,0,0,0,1,1,0,0,129.33,0.375,0,1,0,0,"Primary language: TypeScript. medium-sized codebase. 6 stars (low visibility). 3 forks (very few). 2 contributors (small team). 388 commits in last 90 days (~129.33/month, high activity). updated today. 47 days old (recent). 152 merged pull requests. 1 releases published. no open issues. Has CI/CD workflows configured. detailed README (12213 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.375. Combined engineering signals: very small team, automated CI/CD pipeline, established PR-review workflow, a few releases published, extensive documentation, wiki enabled, open-source license, no topics declared, young and actively developed.",senior,0.85,"Despite being young and having a small team, the repository shows strong engineering maturity: CI/CD, PR workflow, releases, extensive documentation, wiki, and license. High commit activity and merged PRs indicate disciplined development. The low stars/forks reflect its newness, not lack of quality."
1201690240,aminulzisan/Facebook-Mass-Report,"A tool to mass report any Facebook account, page, groups and remove them from Facebook using cookies",8,0,8,1,23558,Shell,,53,0,0,1,1000,0,0,1457,0,0,0,0,1,0,1,333.33,0.2963,0,1,100,0,"Description: A tool to mass report any Facebook account, page, groups and remove them from Facebook using cookies. Primary language: Shell. large codebase. 8 stars (low visibility). no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 53 days old (recent). No merged pull requests recorded. No formal releases. 1 open issues (active issue tracking). No CI/CD workflows detected. basic README (1457 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.2963. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, wiki enabled, no topics declared, young and actively developed.",junior,0.75,"The repository is a functional tool with a large codebase and high recent activity, but it lacks CI/CD, formal releases, and PR-based collaboration, indicating a solo developer project with basic structure and documentation."
996485079,NietoDeveloper/DroneDT,"🐳  A high-performance MERN stack e-commerce platform built for industrial drone manufacturing in Colombia, featuring a Tesla-inspired UI, secure multi-panel architecture (Client/Admin), and hybrid database scaling — fully containerized with Docker and ready for AWS cloud deployment.",6,0,6,0,517450,TypeScript,"aws, docker, mern",357,0,0,1,1000,0,0,9243,0,0,0,0,1,0,1,333.33,0.0335,1,1,283,3,"Description: 🐳  A high-performance MERN stack e-commerce platform built for industrial drone manufacturing in Colombia, featuring a Tesla-inspired UI, secure multi-panel architecture (Client/Admin), and hybrid database scaling — fully containerized with Docker and ready for AWS cloud deployment.. Primary language: TypeScript. Topics: aws, docker, mern. very large codebase. 6 stars (low visibility). no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 357 days old (established). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (9243 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0335. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, well-tagged with topics, mature and currently active.",senior,0.85,"The repository demonstrates high engineering maturity with a well-structured MERN stack, Docker containerization, extensive documentation, and active development (1000 commits in 90 days). However, it is a solo project with no CI/CD, no PR workflow, and no formal releases, which prevents it from reaching 'lead' level. The codebase is large and well-tagged, indicating senior-level practices despite the lack of team collaboration."
164409575,opentimestamps/nist-inject,"An injection of the NIST, ETH, LTC, and ZEC Random Beacons into Bitcoin",20,44,20,0,2278310,,,2697,0,0,1,1000,0,0,641,0,0,0,1,1,0,1,333.33,0.0474,1,1,71,0,"Description: An injection of the NIST, ETH, LTC, and ZEC Random Beacons into Bitcoin. very large codebase. 20 stars (low visibility). 44 forks (modest community interest). solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 7.4 years old (mature repository). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. basic README (641 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0474. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, wiki enabled, open-source license, no topics declared, mature and currently active.",senior,0.75,"Despite being a solo project with no CI/CD or formal releases, the repository is mature (7.4 years), highly active (1000 commits in 90 days), and involves complex integration of multiple random beacons into Bitcoin. The codebase is large and the project has a modest community (44 forks). The lack of PRs and CI/CD suggests a less structured workflow, but the sustained activity and complexity indicate senior-level engineering maturity."
442994109,boneIO-eu/app_black,Application for BoneIO BBB,17,21,17,1,4748,Python,,1609,0,136,12,247,60,1,607,0,0,0,1,0,0,1,82.33,0.0472,1,1,26,0,"Description: Application for BoneIO BBB. Primary language: Python. medium-sized codebase. 17 stars (low visibility). 21 forks (modest community interest). 12 contributors (large team). 247 commits in last 90 days (~82.33/month, high activity). updated today. 4.4 years old (mature repository). 60 merged pull requests. 136 releases published. 1 open issues (issue tracker rarely used). Has CI/CD workflows configured. basic README (607 chars). Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0472. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, open-source license, no topics declared, mature and currently active.",lead,0.92,"High contributor count (12), very high release count (136), regular releases, CI/CD, and sustained high commit activity over 4.4 years indicate a mature, well-maintained project with established engineering practices, despite low visibility and basic README."
283628022,sapphi-red/sapphi-red,About me.,18,29,18,1,56051,,,2128,0,0,2,838,0,1,700,0,0,0,0,0,1,1,279.33,0.0442,1,1,9,0,"Description: About me.. large codebase. 18 stars (low visibility). 29 forks (modest community interest). 2 contributors (small team). 838 commits in last 90 days (~279.33/month, high activity). updated today. 5.8 years old (mature repository). No merged pull requests recorded. No formal releases. 1 open issues (issue tracker rarely used). Has CI/CD workflows configured. basic README (700 chars). GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0442. Combined engineering signals: very small team, automated CI/CD pipeline, no visible PR-review workflow, no formal releases, GitHub Pages site published, no topics declared, mature and currently active.",senior,0.75,"The repository is mature (5.8 years), highly active (838 commits in 90 days), has CI/CD, and a GitHub Pages site, indicating good engineering practices. However, the small team (2 contributors), lack of formal releases, no merged PRs, and minimal documentation suggest it is not at the 'lead' level. It exceeds 'junior' due to CI/CD and sustained activity, but the absence of PR workflow and releases prevents it from being 'lead'."
780137069,painfulexistence/project-vapor,My journey of developing a current-gen 3D game engine with Metal-cpp and Vulkan,20,0,20,10,172100,C++,"3d-game-engine, 3d-graphics, metal, modern-cpp, raytracing, vulkan",787,0,1,2,44,34,1,5096,0,0,0,1,1,0,1,14.67,0.0508,1,1,79,6,"Description: My journey of developing a current-gen 3D game engine with Metal-cpp and Vulkan. Primary language: C++. Topics: 3d-game-engine, 3d-graphics, metal, modern-cpp, raytracing, vulkan. very large codebase. 20 stars (low visibility). no forks. 2 contributors (small team). 44 commits in last 90 days (~14.67/month, moderate activity). updated today. 2.2 years old (mature repository). 34 merged pull requests. 1 releases published. 10 open issues (active issue tracking). Has CI/CD workflows configured. detailed README (5096 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0508. Combined engineering signals: very small team, automated CI/CD pipeline, some PR review activity, a few releases published, extensive documentation, wiki enabled, open-source license, well-tagged with topics, mature and currently active.",senior,0.85,"The repository is a mature, active project with a very large codebase, CI/CD, PR reviews, releases, extensive documentation, and a wiki. However, the very small team (2 contributors) and low visibility (20 stars) prevent it from reaching 'lead' level, which typically requires a larger community and ecosystem."
658398004,opentimestamps/restamp,,8,0,8,0,355703,,,1067,0,0,1,1000,0,0,1107,0,0,0,1,1,0,0,333.33,0.015,1,1,0,0,"very large codebase. 8 stars (low visibility). no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 2.9 years old (mature repository). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. basic README (1107 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.015. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, wiki enabled, open-source license, no topics declared, mature and currently active.",junior,0.85,"Solo project with high recent commit activity and a mature age, but lacks CI/CD, formal releases, PR workflow, and has low visibility (few stars/forks). The codebase is large but engineering practices are basic, fitting the junior category."
674455989,Supprise0901/Fetch,,8,2,8,0,20967,Python,,1028,0,0,1,532,0,0,64,0,0,0,0,1,1,0,177.33,0.0194,1,1,0,0,"Primary language: Python. large codebase. 8 stars (low visibility). 2 forks (very few). solo project (1 contributor). 532 commits in last 90 days (~177.33/month, high activity). updated today. 2.8 years old (mature repository). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. minimal README (64 chars). Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0194. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, scarce documentation, wiki enabled, GitHub Pages site published, no topics declared, mature and currently active.",junior,0.85,"Solo developer with high recent commit activity and a mature codebase, but lacks CI/CD, formal releases, PR workflow, and has minimal documentation. This indicates functional but not yet professionally structured engineering practices."
1144147084,indmdev/advancedbotbuilder,"InDMShopBot: The best Telegram eCommerce MiniApp and  Bot For Sellers, The Shop MiniAp and Bot Builder is a Classic and Premium e-commerce bot created for sellers to  effortlessly create Premium store MiniApp and Auto Buy Bot for selling products and services on telegram. Try the Auto shop bot now.",8,0,8,0,16029,,"bot, botbuilder, bots, builder, mini-app, mini-apps, miniapp, telegram, telegram-bot-ai-assistant, telegram-bot-aiogram-python, telegram-mini-app-bot, telegram-self-bot, telegram-story-app, telegrambot, telegrambots, telegrammarketing, telegramselfbot, telegram-ecommerce-bot, telegram-store-bot, telegram-shopping-bot",119,0,0,1,1000,0,0,773,0,0,0,1,1,0,1,333.33,0.1333,0,1,299,20,"Description: InDMShopBot: The best Telegram eCommerce MiniApp and  Bot For Sellers, The Shop MiniAp and Bot Builder is a Classic and Premium e-commerce bot created for sellers to  effortlessly create Premium store MiniApp and Auto Buy Bot for selling products and services on telegram. Try the Auto shop bot now.. Topics: bot, botbuilder, bots, builder, mini-app, mini-apps, miniapp, telegram, telegram-bot-ai-assistant, telegram-bot-aiogram-python, telegram-mini-app-bot, telegram-self-bot, telegram-story-app, telegrambot, telegrambots, telegrammarketing, telegramselfbot, telegram-ecommerce-bot, telegram-store-bot, telegram-shopping-bot. large codebase. 8 stars (low visibility). no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 119 days old (recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. basic README (773 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.1333. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, wiki enabled, open-source license, well-tagged with topics, young and actively developed.",junior,0.75,"The repository shows high recent activity (1000 commits in 90 days) and is well-tagged with topics, indicating a functional project with some structure. However, it is a solo project with no CI/CD, no formal releases, no merged PRs, and a basic README, which aligns with junior-level maturity rather than senior or lead."
1025444410,BDIC-Learning-Hub/BDIC-SE-KnowledgeBase,本项目分享了北京工业大学BDIC都柏林学院软件工程专业的相关课程资料与经验分享。希望对你们有所帮助❤️，如果喜欢的话记得给个star🌟,18,2,18,0,377861,Python,,307,0,0,5,90,0,1,8979,0,0,0,1,1,1,1,30.0,0.1299,1,1,67,0,"Description: 本项目分享了北京工业大学BDIC都柏林学院软件工程专业的相关课程资料与经验分享。希望对你们有所帮助❤️，如果喜欢的话记得给个star🌟. Primary language: Python. very large codebase. 18 stars (low visibility). 2 forks (very few). 5 contributors (medium team). 90 commits in last 90 days (~30.0/month, high activity). updated today. 307 days old (established). No merged pull requests recorded. No formal releases. no open issues. Has CI/CD workflows configured. detailed README (8979 chars). Wiki enabled. GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.1299. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, GitHub Pages site published, open-source license, no topics declared, mature and currently active.",junior,0.75,"The repository has a multi-contributor team, CI/CD, extensive documentation, and active development, but lacks formal releases, PR review workflow, and has low visibility (few stars/forks). This suggests a functional project with some structure but not yet at senior maturity."
938837741,fossamagna/react-router-amplify,This project is vite plugin for React Router SSR on AWS Amplify Hosting and AWS Amplify React Router Adapter.,18,3,18,6,1591,TypeScript,"aws-amplify, react-router",456,0,14,4,40,268,1,502,0,0,0,1,1,0,1,13.33,0.0919,1,1,109,2,"Description: This project is vite plugin for React Router SSR on AWS Amplify Hosting and AWS Amplify React Router Adapter.. Primary language: TypeScript. Topics: aws-amplify, react-router. medium-sized codebase. 18 stars (low visibility). 3 forks (very few). 4 contributors (medium team). 40 commits in last 90 days (~13.33/month, moderate activity). updated today. 1.2 years old (mature repository). 268 merged pull requests. 14 releases published. 6 open issues (active issue tracking). Has CI/CD workflows configured. basic README (502 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0919. Combined engineering signals: multi-contributor team, automated CI/CD pipeline, established PR-review workflow, regular release cadence, wiki enabled, open-source license, mature and currently active.",senior,0.92,"The repository shows strong engineering maturity with a multi-contributor team, CI/CD, regular releases, active PR and issue management, and a mature age. While not at the scale of a lead-level project, it clearly exceeds junior and intern levels."
1018199943,security-alliance/blocklists,Read-only mirror of blocklists maintained by SEAL,10,2,10,0,2624784,,,320,0,0,2,1000,0,0,79,0,0,0,0,0,0,1,333.33,0.0748,1,1,49,0,"Description: Read-only mirror of blocklists maintained by SEAL. very large codebase. 10 stars (low visibility). 2 forks (very few). 2 contributors (small team). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 320 days old (established). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. minimal README (79 chars). Engagement ratio (stars+2*forks+watchers per day of age): 0.0748. Combined engineering signals: very small team, no automated CI/CD, no visible PR-review workflow, no formal releases, no topics declared, mature and currently active.",low_value,0.85,"Despite high recent commit activity and established age, the repository is a read-only mirror of blocklists with minimal documentation, no CI/CD, no releases, no PR workflow, and very low community engagement (stars, forks). This indicates it is a low-value mirror rather than an actively engineered project."
298596555,euroargodev/argopy-status,Argopy API status,6,1,6,2,66017,Python,"argo, monitoring, argofloat, argo-floats",2070,0,0,3,1000,15,1,3741,0,0,0,0,1,0,1,333.33,0.0068,1,1,17,4,"Description: Argopy API status. Primary language: Python. Topics: argo, monitoring, argofloat, argo-floats. large codebase. 6 stars (low visibility). 1 forks (very few). 3 contributors (small team). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 5.7 years old (mature repository). 15 merged pull requests. No formal releases. 2 open issues (issue tracker rarely used). Has CI/CD workflows configured. detailed README (3741 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0068. Combined engineering signals: very small team, automated CI/CD pipeline, some PR review activity, no formal releases, extensive documentation, wiki enabled, well-tagged with topics, mature and currently active.",senior,0.85,"The repository has a mature codebase with CI/CD, detailed documentation, wiki, and high recent commit activity. However, the very small team (3 contributors), low visibility (6 stars), no formal releases, and minimal issue tracking suggest it is not at the 'lead' level. It exceeds 'junior' due to strong engineering practices and active maintenance."
668295420,bugbounted/auto-commit,"🌳 Making green your Github stats, powered by Github Actions",13,2,13,1,591160,,,1043,0,0,0,1000,0,1,1732,0,0,0,1,1,0,1,333.33,0.0287,1,1,59,0,"Description: 🌳 Making green your Github stats, powered by Github Actions. very large codebase. 13 stars (low visibility). 2 forks (very few). solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 2.9 years old (mature repository). No merged pull requests recorded. No formal releases. 1 open issues (issue tracker rarely used). Has CI/CD workflows configured. basic README (1732 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0287. Combined engineering signals: solo developer, automated CI/CD pipeline, no visible PR-review workflow, no formal releases, wiki enabled, open-source license, no topics declared, mature and currently active.",junior,0.75,"Solo project with high recent commit activity and CI/CD, but lacks formal releases, PR workflow, and has low visibility. Basic documentation and minimal community engagement suggest junior-level maturity."
625387470,rlrml/subtr-actor,Process the Rocket League replay format into something more manageable,20,9,20,3,52573,Rust,rocket-league,1145,0,49,3,625,25,1,7304,0,0,0,0,1,1,1,208.33,0.0506,1,1,70,1,"Description: Process the Rocket League replay format into something more manageable. Primary language: Rust. Topics: rocket-league. large codebase. 20 stars (low visibility). 9 forks (modest community interest). 3 contributors (small team). 625 commits in last 90 days (~208.33/month, high activity). updated today. 3.1 years old (mature repository). 25 merged pull requests. 49 releases published. 3 open issues (issue tracker rarely used). Has CI/CD workflows configured. detailed README (7304 chars). Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0506. Combined engineering signals: very small team, automated CI/CD pipeline, some PR review activity, regular release cadence, extensive documentation, wiki enabled, GitHub Pages site published, mature and currently active.",senior,0.85,"The repository demonstrates strong engineering maturity with CI/CD, regular releases (49 releases), detailed documentation, wiki, and GitHub Pages. However, the small team (3 contributors) and low community engagement (20 stars, 9 forks) prevent it from reaching 'lead' level. It is clearly beyond junior/intern levels due to automation and structure."
592110645,xsrazy/Discord-Bot,Discord Bot: Type and Delete Messages,9,8,9,0,4818,Python,,1221,0,0,1,1000,0,0,1460,0,0,0,0,1,0,1,333.33,0.0278,1,1,37,0,"Description: Discord Bot: Type and Delete Messages. Primary language: Python. medium-sized codebase. 9 stars (low visibility). 8 forks (modest community interest). solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 3.3 years old (mature repository). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. basic README (1460 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0278. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, wiki enabled, no topics declared, mature and currently active.",junior,0.85,"Solo project with high recent commit activity but no CI/CD, no PR workflow, no releases, and basic documentation. Shows functional code but lacks mature engineering practices like automated testing, code review, or release management."
1107330159,danmasta/uws-server,uWebSockets server based on web standards APIs,7,0,7,0,341,JavaScript,"elysia, hono, http, server, uwebsockets, uws, web-standards",178,0,0,1,14,0,0,12946,0,0,0,1,1,0,1,4.67,0.0782,0,1,46,7,"Description: uWebSockets server based on web standards APIs. Primary language: JavaScript. Topics: elysia, hono, http, server, uwebsockets, uws, web-standards. small codebase. 7 stars (low visibility). no forks. solo project (1 contributor). 14 commits in last 90 days (~4.67/month, low activity). updated today. 178 days old (recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (12946 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0782. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, open-source license, well-tagged with topics, young and actively developed.",junior,0.85,"The repository is a solo project with low activity and no CI/CD, PR workflow, or releases, but has detailed documentation, a wiki, and an open-source license, indicating functional structure and good practices for a junior-level project."
882870709,g0t4/ask-openai.nvim,"OSS predictions, ask ?, rewrite, semantic grep, auto-context (i.e. RAG) plugin for neovim (see feat-predictions branch)...  originally just a plugin to ask questions in vim's cmdline",11,0,11,0,6144,Lua,neovim-plugin,570,0,0,2,968,0,1,4851,0,0,0,0,1,1,1,322.67,0.0385,1,1,182,1,"Description: OSS predictions, ask ?, rewrite, semantic grep, auto-context (i.e. RAG) plugin for neovim (see feat-predictions branch)...  originally just a plugin to ask questions in vim's cmdline. Primary language: Lua. Topics: neovim-plugin. medium-sized codebase. 11 stars (low visibility). no forks. 2 contributors (small team). 968 commits in last 90 days (~322.67/month, high activity). updated today. 1.6 years old (mature repository). No merged pull requests recorded. No formal releases. no open issues. Has CI/CD workflows configured. detailed README (4851 chars). Wiki enabled. GitHub Pages site published. Engagement ratio (stars+2*forks+watchers per day of age): 0.0385. Combined engineering signals: very small team, automated CI/CD pipeline, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, GitHub Pages site published, mature and currently active.",senior,0.85,"The repository is mature (1.6 years), highly active (968 commits in 90 days), has CI/CD, extensive documentation, wiki, and GitHub Pages. However, the very small team (2 contributors), lack of formal releases, and no visible PR-review workflow prevent it from reaching 'lead' level. It is well-structured and follows good practices, fitting 'senior'."
892853621,Saleh7/BadTrafficData,"Data repository for identifying bad traffic based on URLs, IPs, and user agents extracted from server logs.",7,0,7,0,178242,,,551,0,0,1,1000,0,0,1110,0,0,0,1,1,0,1,333.33,0.0254,1,1,107,0,"Description: Data repository for identifying bad traffic based on URLs, IPs, and user agents extracted from server logs.. very large codebase. 7 stars (low visibility). no forks. solo project (1 contributor). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 1.5 years old (mature repository). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. basic README (1110 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.0254. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, wiki enabled, open-source license, no topics declared, mature and currently active.",junior,0.85,"Solo developer with high recent commit activity and a mature codebase, but lacks CI/CD, formal releases, PR workflow, and has low visibility (few stars/forks). The project shows functional structure and active maintenance, fitting the junior category."
1235124623,winnersystemmode/XSplit-Broadcaster-cracked,"XSplit Broadcaster Premium -- Pro live-streaming and recording studio for Twitch/YouTube/Facebook gaming creators — Skype TX, NVIDIA RTX Voice noise removal, scene presets, source transitions, and built-in chat moderation. Pro version with full features. Trial available. Compatible with Windows 10/11 (64-bit). Updated 2026.",8,0,8,0,18,,"live-streaming, pro-software-2026, trial-software, windows-software-2026, xsplit, xsplit-broadcaster, twitch-broadcaster, xsplit-2026, xsplit-premium",17,0,0,1,29,0,0,0,0,0,0,1,1,0,1,9.67,0.8889,0,1,325,9,"Description: XSplit Broadcaster Premium -- Pro live-streaming and recording studio for Twitch/YouTube/Facebook gaming creators — Skype TX, NVIDIA RTX Voice noise removal, scene presets, source transitions, and built-in chat moderation. Pro version with full features. Trial available. Compatible with Windows 10/11 (64-bit). Updated 2026.. Topics: live-streaming, pro-software-2026, trial-software, windows-software-2026, xsplit, xsplit-broadcaster, twitch-broadcaster, xsplit-2026, xsplit-premium. very small codebase. 8 stars (low visibility). no forks. solo project (1 contributor). 29 commits in last 90 days (~9.67/month, moderate activity). updated today. 17 days old (very recent). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. no README. Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.8889. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, wiki enabled, open-source license, well-tagged with topics, young and actively developed.",junior,0.75,"The repository is a solo project with moderate recent activity and good topic tagging, but lacks CI/CD, formal releases, PR workflow, and README, indicating a functional but early-stage project."
214009580,freedomofpress/build-logs,Build logs for SecureDrop core and workstation packages,6,1,6,0,30829,,,2422,0,0,14,240,11,0,25,0,0,0,0,1,0,1,80.0,0.0058,1,1,55,0,"Description: Build logs for SecureDrop core and workstation packages. large codebase. 6 stars (low visibility). 1 forks (very few). 14 contributors (large team). 240 commits in last 90 days (~80.0/month, high activity). updated today. 6.6 years old (mature repository). 11 merged pull requests. No formal releases. no open issues. No CI/CD workflows detected. minimal README (25 chars). Wiki enabled. Engagement ratio (stars+2*forks+watchers per day of age): 0.0058. Combined engineering signals: multi-contributor team, no automated CI/CD, some PR review activity, no formal releases, wiki enabled, no topics declared, mature and currently active.",senior,0.75,"Large team (14 contributors), high recent commit activity (240 commits in 90 days), and mature age (6.6 years) indicate a senior-level project. However, lack of CI/CD, no formal releases, and low visibility (6 stars) prevent it from reaching lead level."
1250556989,clark-labs-inc/clark-agent,"A small, typed, hookable agent loop. Provider-agnostic, sandbox-agnostic, tooling-agnostic. Battle tested on clarkchat.com",7,1,7,0,152,Rust,"agent, agent-harness, agents, pi, pi-mono, rust",1,0,0,1,2,0,0,5871,0,0,0,1,1,0,1,0.67,8.0,0,1,122,6,"Description: A small, typed, hookable agent loop. Provider-agnostic, sandbox-agnostic, tooling-agnostic. Battle tested on clarkchat.com. Primary language: Rust. Topics: agent, agent-harness, agents, pi, pi-mono, rust. small codebase. 7 stars (low visibility). 1 forks (very few). solo project (1 contributor). 2 commits in last 90 days (~0.67/month, very low activity). updated today. brand new repository (less than 1 week old). No merged pull requests recorded. No formal releases. no open issues. No CI/CD workflows detected. detailed README (5871 chars). Wiki enabled. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 8.0. Combined engineering signals: solo developer, no automated CI/CD, no visible PR-review workflow, no formal releases, extensive documentation, wiki enabled, open-source license, well-tagged with topics, young and actively developed.",junior,0.85,"The repository is a solo project with a small codebase, low activity, and no CI/CD or formal releases, but it has a detailed README, wiki, and open-source license, indicating functional structure and documentation beyond a simple learning project."
689186726,ryonive/Dalamud-Darkness-Repo,,12,0,12,1,52217,,,992,0,0,3,1000,1,0,163,0,0,0,0,0,0,0,333.33,0.0242,1,1,0,0,"large codebase. 12 stars (low visibility). no forks. 3 contributors (small team). 1000 commits in last 90 days (~333.33/month, high activity). updated today. 2.7 years old (mature repository). 1 merged pull requests. No formal releases. 1 open issues (issue tracker rarely used). No CI/CD workflows detected. minimal README (163 chars). Engagement ratio (stars+2*forks+watchers per day of age): 0.0242. Combined engineering signals: very small team, no automated CI/CD, some PR review activity, no formal releases, scarce documentation, no topics declared, mature and currently active.",junior,0.75,"High recent commit activity and maturity suggest some engineering effort, but very small team, no CI/CD, no releases, minimal documentation, and low community engagement indicate a junior-level project rather than senior or lead."
1132033180,pivovarit/for-comprehension4j,,11,1,11,0,231,Java,,136,0,1,2,24,73,1,5396,0,0,0,1,0,1,0,8.0,0.1752,0,1,0,0,"Primary language: Java. small codebase. 11 stars (low visibility). 1 forks (very few). 2 contributors (small team). 24 commits in last 90 days (~8.0/month, moderate activity). updated today. 136 days old (recent). 73 merged pull requests. 1 releases published. no open issues. Has CI/CD workflows configured. detailed README (5396 chars). GitHub Pages site published. Has an open source license. Engagement ratio (stars+2*forks+watchers per day of age): 0.1752. Combined engineering signals: very small team, automated CI/CD pipeline, established PR-review workflow, a few releases published, extensive documentation, GitHub Pages site published, open-source license, no topics declared, young and actively developed.",junior,0.85,"Small team (2 contributors), moderate commit activity, CI/CD present, detailed README, and a release indicate functional structure. However, low stars/forks, no open issues, and young age suggest limited community engagement and maturity, fitting junior level."
